Restaurant Name,Longitude,Latitude,Average Cost for two,Aggregate rating,Cuisines
Keventers,77.2385653,28.5364802,400,3.3,Beverages
Moets Curry Leaf Express,77.2386159,28.5367169,900,3.2,"North Indian, Mughlai"
Natural Ice Cream,77.2386106,28.5367441,150,4.5,Ice Cream
"34, Chowringhee Lane",77.1810079,28.5490023,300,3.2,Fast Food
Qureshi,77.16718253,28.54865293,350,3,"North Indian, Fast Food"
Shree Ram Sweet Centre,77.1807722,28.5494286,150,2.7,"Mithai, Street Food"
Teflas,77.1656368,28.5474027,300,3.4,"North Indian, Chinese"
The Viraj Food Zone,77.1811526,28.5490027,500,3.2,"North Indian, Chinese"
RollsKing,77.1811374,28.5495565,300,3.5,Fast Food
Secular House Canteen,77.1783133,28.5441245,600,3.8,"North Indian, Mughlai, Chinese"
Amul Ice-Cream Parlour,77.1811823,28.5489782,200,0,Ice Cream
Sunny Restaurant & Tiffin,77.1810026,28.5488714,400,0,North Indian
Kerala Cafe,77.18089364,28.54979385,150,2.3,"North Indian, South Indian"
Veer Jee Restaurant,77.21763119,28.58429443,450,3.1,"North Indian, Mughlai"
Oval Bar - JW Marriott New Delhi,77.121445,28.552895,1375,3.3,Finger Food
Bakey Wish,77.2398107,28.5531043,300,3,"Bakery, Desserts"
Bikaner Namkeen Bhandar,77.2416379,28.5526774,150,3.1,"Mithai, Street Food"
Chhole Bhature Corner,77.2412786,28.5525536,150,3.3,North Indian
Fresh n Frozen,77.2409194,28.5536849,200,3.1,"Raw Meats, Fast Food"
Pind Punjabi,0,0,500,3,North Indian
Sanjha Chulha,77.2411888,28.5538898,700,3.1,"North Indian, Mughlai"
Shaan e Punjab,77.2402459,28.5571618,600,3.1,"North Indian, Mughlai"
Cafe 27,77.2408296,28.5536763,1375,3.6,"North Indian, Chinese, Italian"
MR.D - Deliciousness Delivered,77.2402908,28.556673,700,3.5,"North Indian, Italian, Chinese"
Pita Pit,77.236741,28.557442,600,3.8,"Healthy Food, Salad"
Al-Malik Chicken Point,77.2360071,28.5563436,400,0,"North Indian, Mughlai"
Amul Sweets & Bakery,77.2355758,28.5565383,300,0,"North Indian, South Indian, Chinese, Fast Food, Bakery, Mithai"
Elements - Mapple Express,77.243649,28.553673,1200,0,"North Indian, Continental, Chinese"
Food 24,77.2415481,28.5551789,400,0,"North Indian, Mughlai"
Food Corner,77.241099,28.5527158,100,0,North Indian
Food Master's Galley,0,0,150,0,"North Indian, Chinese"
Habibi Express,77.238586,28.555918,900,0,"Lebanese, Arabian, Moroccan"
Hide Out Cafe,77.2408296,28.5536763,700,0,"Cafe, Chinese, Italian"
Moriarty Delivers,77.2401111,28.5535184,400,0,Fast Food
Big Chill,77.2421318,28.5527692,1375,4.4,"Italian, Continental, European, Cafe"
Maxims Pastry Shop,77.2421767,28.5527286,300,4.2,"Bakery, Desserts, Fast Food, Beverages"
Uncultured Cafe & Bar,77.2412786,28.5526433,1375,4.3,"Continental, Chinese, Italian, Finger Food"
2 Nice 2 Slice,77.25765813,28.53853483,1375,3.2,"Bakery, Desserts"
Aggarwal Bikaneri Sweets,77.251157,28.5441688,250,2.9,"Mithai, Street Food"
Aggarwal Sweet Corner & Restaurant,77.25511976,28.54153378,300,2.6,"North Indian, South Indian, Chinese, Mithai"
Aggarwal Sweets India,77.26001167,28.53451667,100,2.8,"Mithai, Street Food"
Aggarwal's Sweets Paradise,77.26306513,28.52530273,300,2.7,"Mithai, North Indian, South Indian, Street Food"
Aggarwal's Sweets,77.263331,28.52576,150,2.9,"Mithai, Street Food"
Anna Ka Dosa,77.25950785,28.53920667,200,3.4,South Indian
Big Chow Xpress,77.26394121,28.53706949,550,2.6,"Chinese, North Indian"
Bikaner Sweets & Namkeen,77.25476302,28.52562912,200,2.9,"Mithai, Street Food"
Cafe Coffee Day,77.2563653,28.5409875,450,2.9,Cafe
Cake Plaza,77.25926813,28.53930504,200,3.1,"Bakery, Desserts, Fast Food"
Crispy Tokri,77.25810573,28.54024549,200,3.1,Street Food
De Royale Food's,77.25107197,28.54423341,550,3.2,"North Indian, Chinese"
Faasos,77.257337,28.537027,600,3,"North Indian, Fast Food"
Fouji Da Vaishno Dhaba,77.25989409,28.53320649,400,2.9,North Indian
Fun Bytes,77.251193,28.54442544,250,2.5,Fast Food
G's Patisserie,77.260126,28.537134,600,2.8,"Bakery, Desserts"
Giani,77.258148,28.54013,400,3.2,"Ice Cream, Desserts"
Gopals 56,77.25543889,28.54143056,200,3.2,"Ice Cream, Desserts"
Green Chick Chop,77.2537612,28.5421747,350,3.2,"Raw Meats, North Indian, Fast Food"
Heaven's Kitchen,77.2569098,28.53072249,500,3.3,"North Indian, Mughlai, Chinese"
Heavens Food Corner,77.25698889,28.53074722,500,2.8,"North Indian, Mughlai, Chinese"
Just Kababs,77.25312778,28.53283056,250,3.4,"Fast Food, North Indian"
Keventers,77.2534918,28.5423284,400,3.2,Beverages
Komal Kitchen,77.25608056,28.52827222,250,2.8,North Indian
Kwality Sweets & Restaurant,77.25624796,28.52800925,250,2.9,South Indian
Mehak Food Corner,77.25087617,28.54369031,350,3.2,North Indian
Mr. Sub,77.25705095,28.54072765,400,3.2,Fast Food
Muradabadi Shahi Biryani & Chicken Corner,77.25120507,28.5442178,450,2.6,"North Indian, Biryani"
Muradabadi,77.25578628,28.52833711,400,3,"Mughlai, Biryani"
New Radhe Radhe Snacks Corner,77.24575,28.53103056,150,3.1,North Indian
Nirula's Ice Cream,77.25391286,28.5419405,250,3.2,"Desserts, Ice Cream"
Noor Restaurant,77.2553326,28.5415619,550,3.4,"North Indian, Mughlai, Chinese"
Paul's Homemade,77.2583896,28.5302637,500,3.1,"Bakery, Desserts"
Pinkom's Bar-Be-Que,77.2568858,28.5309441,350,3.2,"North Indian, Mughlai"
Prince of China,77.25677937,28.54172876,800,3.1,"Thai, Chinese, Seafood"
Punjabi Corner,77.25065958,28.5437554,250,3.3,North Indian
Punjabi Snacks,77.25814529,28.53519117,200,2.9,"Street Food, North Indian, South Indian"
Quality Food Point,77.2634745,28.52588599,450,3,"North Indian, Fast Food, Mughlai"
Radhe Shyam,77.2594998,28.53815752,150,2.8,Street Food
Raj South Indian Food,77.25519444,28.54165,250,3,"South Indian, Chinese"
Roll Club,77.2520322,28.54306356,250,3.3,Fast Food
Shameem Kabab Corner,77.25657452,28.54185423,700,3.3,"North Indian, Mughlai"
Shiv Dhaba,77.2519915,28.5429843,550,3.1,"North Indian, Chinese"
Silver Spoons,77.25765,28.535954,350,2.7,"North Indian, Street Food"
Takkar Dhaba,77.26170357,28.53804707,450,2.6,North Indian
The Biryani Wallas,77.260126,28.537134,650,3.2,Biryani
The Tuck Shop,77.25889722,28.53269444,700,3.3,Fast Food
Uncle Xpress,77.25539435,28.54166043,400,3.4,Chinese
Vaishno Rasoi,77.2554673,28.5417988,350,2.6,North Indian
Vatika,77.24925745,28.54313277,550,2.7,"North Indian, Mughlai"
Walk To Italy,77.2552998,28.52858425,300,3.1,Fast Food
Behrouz Biryani,77.25938,28.537766,600,3.6,Biryani
Big Dragon,77.25188736,28.54319403,800,3.6,"Chinese, Thai"
Cafe Filter,77.25268575,28.54270391,600,3.6,"Fast Food, Italian, North Indian, Chinese"
Chowki,77.24800486,28.54287123,750,3.7,North Indian
Circle Cafe and Bar,77.2528632,28.5422688,800,3.5,"Cafe, North Indian, Lebanese, Continental"
FreshMenu,77.257216,28.530672,600,3.6,"Italian, Chinese, Continental, Thai, Mediterranean, Lebanese"
Giani's,77.253107,28.542481,400,3.5,"Ice Cream, Desserts"
Gopal's 56,77.25814059,28.53444508,200,3.8,"Ice Cream, Desserts, North Indian, Street Food"
Instapizza,77.25816473,28.54019601,900,3.8,"Pizza, Fast Food"
Just Vada Pav,77.25293074,28.54286122,150,3.6,Street Food
Khidmat,77.2544796,28.5417947,1300,3.6,"North Indian, Mughlai, Chinese"
Naivedyam,77.25427318,28.54195702,500,3.8,South Indian
New Shere Punjab Dhaba,77.2570837,28.540697,600,3.6,North Indian
Sant Sweets,77.25048993,28.54400044,250,3.5,"Street Food, North Indian, Mithai"
Tikka- Way,77.25476695,28.5417806,850,3.5,"North Indian, Chinese"
Bake Bite,0,0,250,0,"Bakery, Fast Food"
Chinese Chaat Corner,0,0,200,0,Chinese
Chocofairies,77.2616631,28.5382626,200,0,Bakery
Punjabi Rasoi,77.2510672,28.5446085,350,2.4,North Indian
Punjabi Xpress,77.24908177,28.54347678,400,2.3,"North Indian, Chinese"
The Cake Factory,77.25578561,28.54201092,400,2.3,"Bakery, Fast Food"
"34, Chowringhee Lane",77.2071483,28.6809045,300,3.3,Fast Food
Annapurna Restaurant,77.2061353,28.6778705,250,2.5,"North Indian, Chinese"
BTW,0,0,400,3.1,"Street Food, North Indian, South Indian, Chinese"
Cafe Coffee Day,77.2072484,28.6817513,450,3.3,Cafe
Chawla's Chic Inn,77.197804,28.6823671,650,3.3,"North Indian, Chinese"
Chennai Hot Cafe,77.2048113,28.6820522,300,3.4,South Indian
Daawat E Mezbaan,77.20841881,28.67991553,800,3.1,"Mughlai, North Indian"
Dessert in Desert,77.2066978,28.6819638,450,3.4,"Cafe, Fast Food, Desserts"
Domino's Pizza,77.1953759,28.67940137,700,3.4,"Pizza, Fast Food"
Filmy Cafe & Bar,77.2012178,28.6834998,1200,2.9,"North Indian, Fast Food, Chinese, Continental"
Firenze,77.2048445,28.6839604,500,2.8,Cafe
Giani,77.19552509,28.68010437,400,3.4,"Ice Cream, Desserts"
Gullu's,77.207839,28.6770968,550,3.1,"North Indian, Mughlai"
Manwhar,77.1982887,28.6819382,650,3.2,"South Indian, North Indian, Chinese"
Midnight Hunger Hub,0,0,800,3.3,"North Indian, Fast Food, Italian, Asian"
Mini Shop,77.2064283,28.6824755,150,3.3,"Fast Food, Beverages"
Nine 75 Lounge & Bar,77.20048,28.6826214,800,3.2,"Chinese, North Indian, Italian, Continental, Fast Food"
Pradhan Ji Multi Cuisine Restaurant,77.2073715,28.6808616,650,3.3,"North Indian, Chinese, Continental"
Punjabi Chaap Corner,77.2050808,28.6821675,400,2.9,North Indian
Sagar Ratna,77.1986842,28.6816581,600,2.7,"South Indian, North Indian, Chinese"
Shiva Coffee & South Indian Fast Food,77.199757,28.6823852,300,2.7,South Indian
The Ice Cafe,77.20695868,28.6815983,400,3.2,"Cafe, Chinese, Continental, Italian, Desserts, Beverages"
Tikka Junction,77.1890553,28.6780077,750,3.4,"North Indian, Chinese"
Trending Eats,77.2084945,28.6798964,800,3.4,"Italian, Fast Food"
Twenty Four Seven,77.2080453,28.6786891,300,3.3,"Fast Food, North Indian"
Vikrant Cafe,77.1999533,28.6799319,550,3.3,"South Indian, North Indian"
Vishal Restaurant,77.2029247,28.675602,600,3.1,North Indian
Badri Prasad Ramesh Kumar Caterers,77.2034689,28.6826461,200,3.5,North Indian
Bistro,77.2075063,28.6806976,150,3.9,Beverages
Chaudhary Sweets Corner,77.1963486,28.6772166,300,3.8,"Desserts, Beverages"
Chowringhee,77.20744444,28.68100278,250,3.6,"Fast Food, Beverages"
Cones & Curries,77.208375,28.680111,250,3.7,Fast Food
Darvesh Corner,77.201128,28.6787442,550,3.6,North Indian
Deez Biryani & Kebabs,77.2012178,28.6834998,650,3.7,"Biryani, North Indian, Mughlai"
Frozen Pan,77.20738649,28.6809212,250,3.9,"Ice Cream, Fast Food, Beverages"
Giani's,77.2082938,28.67999,400,3.8,"Ice Cream, Desserts"
Havmor Ice Cream,77.2083148,28.679521,200,3.7,Ice Cream
Keventers,77.2062459,28.6826835,250,3.5,Beverages
Manohar Bikkaneri,77.2027451,28.6763014,200,3.8,"Mithai, Chinese, Street Food"
Manohar Bikkaneri,77.2066539,28.6779587,200,3.6,"Bakery, Chinese"
Nukkadwala,77.208147,28.680957,300,3.7,"Fast Food, Street Food"
Om Di Hatti,77.1987024,28.6812887,100,3.7,"Street Food, North Indian"
Orange Tree Cafe,0,0,600,3.5,"Continental, Chinese, North Indian"
Rigo Noodles,77.20720008,28.68121151,500,3.5,"Chinese, Thai"
Sethi's The Cake Shop,77.206069,28.6778732,200,3.9,"Bakery, Fast Food"
Shake Square,77.2074165,28.6814952,400,3.6,"Beverages, Fast Food"
Sharma Kachoriwala,77.1992414,28.6822359,50,3.7,Street Food
Shawarma Wala,77.2075961,28.6808854,300,3.7,Fast Food
Shree Rathnam,77.2030146,28.6802681,800,3.5,"South Indian, North Indian, Chinese"
Shri Bankey Bihari Brajwasi Rasgulle Wala,77.2006788,28.6812987,150,3.5,"Mithai, Street Food"
Sid's Kitchen,77.20699288,28.68162389,500,3.8,"North Indian, Chinese"
Subway,77.208225,28.6796019,500,3.5,"American, Fast Food, Salad, Healthy Food"
Sweet Life By Henna,77.1934017,28.6709291,400,3.5,"Bakery, Desserts"
The Midnight Heroes,77.20392846,28.68086237,950,3.8,"North Indian, Biryani, Chinese, Fast Food"
Urban Hub,77.2012628,28.6835489,1375,3.6,"Chinese, North Indian, Italian, Fast Food"
Vaishno Chat Bhandar,77.2033739,28.6825417,150,3.9,Street Food
Ved Dhaba,77.2054401,28.6777235,300,3.5,North Indian
Veg Ex,77.173372,28.720838,500,3.6,North Indian
Wokin Street,77.2083451,28.6801444,300,3.6,Chinese
Yadav Namkeens & Bakers,77.2051282,28.6776821,100,3.5,Bakery
Javed Chicken Corner,77.2079014,28.6766471,400,0,Mughlai
Kamal Chicken,77.196097,28.6689477,500,0,"Mughlai, North Indian"
Singh Chinese Fast Food,77.1991559,28.6675893,200,0,Chinese
Chill'm Bar & Cafe,77.2047215,28.6839245,600,4.2,"North Indian, Italian, Chinese, Fast Food"
Coffee & Cream,0,0,400,4,"Beverages, Fast Food"
Chawla Di Hutti,77.07889594,28.51647834,700,3.1,North Indian
Sher 'A' Punjab Bhojnalya,77.0784756,28.5161533,600,3.3,North Indian
Guru Rakha,77.14673806,28.66228784,600,3.1,North Indian
Shudh Vaishno Hotel,77.14636557,28.66223077,450,3.4,North Indian
Kumar Samose Wala,77.14383926,28.66439777,100,4.1,Street Food
Amigo's Deli,77.29406979,28.65678454,350,3.2,"Mughlai, Fast Food"
Ananda Food Express,77.29405772,28.65676424,450,3.2,"North Indian, Chinese"
Green Chick Chop,77.3054936,28.6511682,350,3.4,"Raw Meats, North Indian, Fast Food"
Khana Vaana,77.3027743,28.6534064,300,3.4,"North Indian, South Indian, Chinese"
Momoholic,0,0,200,3.3,"Chinese, Fast Food, Ice Cream"
Nazeer Foods,77.3050378,28.6515495,550,3.3,"North Indian, Mughlai, Chinese"
Pind Balluchi,77.3047359,28.649656,850,2.6,"North Indian, Mughlai"
Rumours,77.3024918,28.6475149,1000,3.4,"North Indian, Chinese, Italian"
Spice Grill,77.3070793,28.6520694,1300,3.2,"North Indian, Mughlai, Chinese, Continental"
Utopia,77.303195,28.6486474,1375,3.2,"North Indian, Mediterranean, Continental"
Aroma Rest O Bar,77.302196,28.6484654,800,3.6,"North Indian, Mughlai, Chinese"
Cafe Shloka,77.3090365,28.6537039,1000,3.5,"Cafe, Italian, Chinese, North Indian"
Chawla's Tandoori Junction,77.3031754,28.6479181,800,3.5,North Indian
Desi Villa,77.304534,28.6601143,800,3.7,"South Indian, North Indian, Chinese"
Kanwarji's,77.3051329,28.6509065,400,3.5,"Street Food, Mithai"
Palomino,77.3079592,28.6528252,1375,3.7,"North Indian, Mughlai, Continental, Chinese"
Raasa The Luxuriate Fine Dine,77.3094489,28.654069,1150,3.7,"North Indian, Mughlai, Chinese"
Shiv Tikki Wala,77.3023084,28.6492275,250,3.8,"Street Food, North Indian"
The Barbeque Company,77.3011095,28.6461321,1300,3.8,"North Indian, Chinese, Continental"
The Wrap Factory,77.3062599,28.6594593,250,3.6,Fast Food
Urban Punjab,77.3029072,28.6480355,750,3.5,"North Indian, Chinese"
Classic,77.3023672,28.6484283,250,4,"Desserts, Fast Food, Ice Cream"
Goosebumps,77.3020809,28.6467421,300,4,"Ice Cream, Desserts"
Adyar Ananda Bhavan,77.1952884,28.646476,500,2.8,"South Indian, North Indian, Chinese, Street Food, Fast Food"
Amma Mess,77.1919642,28.6470539,250,3.4,"South Indian, North Indian"
Amritsari Chaap Corner,77.18920413,28.65456149,200,2.9,North Indian
Aroma Spice,77.18937848,28.64779259,800,3.4,"North Indian, Chinese"
Boheme Cafe Bar,77.1872922,28.6458903,1100,3.2,"North Indian, Chinese, Continental, Italian"
Cafe Coffee Day,77.1968947,28.64590801,450,2.6,Cafe
Chinese King,77.1875617,28.6457369,450,2.5,"Chinese, North Indian, Mughlai"
Chopsuey,77.1889094,28.6576903,600,3.2,"Chinese, North Indian"
Chowringhee,77.1868879,28.6458068,600,3.4,"North Indian, Chinese"
Crossroad Bar and Restaurant,77.1899106,28.6448625,700,3,"North Indian, Chinese, Mughlai"
Domino's Pizza,77.19380312,28.65824145,700,3.4,"Pizza, Fast Food"
Giani's,77.1892688,28.6467961,400,3.4,"Ice Cream, Desserts"
Giani,77.19036754,28.65432847,400,2.7,"Ice Cream, Desserts"
Gulnar Bar Be Que,77.1838779,28.6455636,700,3.1,"North Indian, Chinese"
Kwality Bengali Sweets,77.20330585,28.65947151,200,2.9,"Desserts, Mithai"
Little Chef,77.18858656,28.64356644,500,2.7,"North Indian, Mughlai, Chinese, Fast Food"
M J Dosa Corner,77.1870226,28.6457749,150,2.9,South Indian
Moolchand's,77.19397243,28.65203681,450,3.3,"North Indian, South Indian, Chinese, Fast Food"
New Angaar Hyderabadi,77.18398858,28.64837929,750,3.1,Hyderabadi
New Frontier Hotel,77.1912316,28.649189,350,3.3,North Indian
Oberoi Biryani,77.19076987,28.64568939,600,2.9,"North Indian, Mughlai"
Om Ji Om,77.19484482,28.65377446,500,3.2,North Indian
Om Saravana Bhavan,77.1877414,28.6464708,400,2.7,South Indian
Pindi Meat,77.1962767,28.6494371,300,3.4,North Indian
Punjab Sweet Corner,77.1894036,28.6462267,350,3.3,"Fast Food, North Indian, South Indian, Chinese, Street Food, Mithai"
R1 Lounge,77.18532767,28.64555639,1100,2.6,"North Indian, Mughlai, Chinese"
R1 Take Away,77.18557075,28.64546136,700,2.5,"North Indian, Mughlai, Chinese"
Raffles,77.1904368,28.6478036,800,3.1,"Fast Food, North Indian, Chinese"
Raj Sweets,77.20225945,28.65795725,150,2.8,Mithai
Ramas Cafe,77.1919134,28.6473123,350,3.3,"South Indian, Chinese, North Indian"
Sandoz,77.1924134,28.6484406,550,3.4,"North Indian, Chinese"
Sandoz,77.19053082,28.65404367,550,2.7,"North Indian, Chinese"
Shudh,77.190378,28.645475,600,3.1,"North Indian, Chinese, South Indian"
Southy,77.1888196,28.6434385,450,3.1,South Indian
Spicy by Nature,77.18850777,28.64772433,900,2.7,"North Indian, Mughlai, Chinese"
Spicy N Karara,77.1892688,28.6467961,650,3.3,"North Indian, Chinese, Fast Food"
Spooky Sky,77.19650377,28.64966566,650,3.4,"Italian, Chinese, North Indian"
Sri Krishna Udupi,77.1882805,28.6471494,400,3,South Indian
Tempting Restaurant,77.1886399,28.6470942,750,2.7,"Chinese, Mughlai, North Indian"
The Smokin' Grill by The Flashback,77.18888596,28.64335635,400,3.3,Fast Food
Three Tuns,77.19822,28.6488288,1375,3.2,"European, Italian, Thai, Chinese, North Indian"
Wah Ji Wah,77.19013385,28.65432818,500,2.5,"North Indian, Chinese"
Wow! Momo,77.1923236,28.6504028,350,2.6,"Tibetan, Fast Food"
Wrap & Roll,77.18873441,28.6436297,400,3.4,"Fast Food, Chinese"
Anjlika Pastry Shop,77.1904368,28.6478036,400,3.6,"Bakery, Desserts, Fast Food"
Bakeology,0,0,450,3.5,"Bakery, Desserts"
Changezi Chicken,77.20037386,28.65492631,650,3.7,"North Indian, Mughlai"
Chargrill Resto Bar,77.18920581,28.64902483,900,3.6,"North Indian, European, South Indian"
Chowringhee,77.19041716,28.64350406,200,3.7,Fast Food
Glenz Cafe N Bakers,77.18855,28.6471752,700,3.8,"Cafe, Fast Food, Desserts"
Happy2Bake,77.18687464,28.64575501,300,3.5,Bakery
Nazeer Foods,77.1941204,28.6521871,600,3.5,"Mughlai, North Indian"
Pakode Ki Dukaan,77.19434593,28.65306658,50,3.6,Street Food
Peshawari Chicken Corner,77.19039503,28.65448764,500,3.6,North Indian
Prem Dhaba,77.20031988,28.65494308,650,3.7,North Indian
Ravi Raj Di Kulfi,77.1901673,28.649659,150,3.6,Desserts
Shawarma King's,77.18897313,28.64337636,250,3.7,Fast Food
Shri Rama Restaurant,77.18914345,28.65951887,600,3.5,"North Indian, Chinese"
Sri Balaji,77.1907064,28.6455898,600,3.5,"South Indian, North Indian"
Standard Burfee,77.1928736,28.6507302,200,3.8,"Mithai, Street Food"
Subway,77.1892688,28.6467961,500,3.6,"American, Fast Food, Salad, Healthy Food"
Suruchi,77.188527,28.647073,700,3.8,"Gujarati, Rajasthani, North Indian, Fast Food"
Tera Hotel,77.1911718,28.6491762,350,3.5,North Indian
The Diet Kitchen,77.19195507,28.65337815,700,3.7,"Continental, Healthy Food"
The Spot,77.191827,28.65317426,350,3.5,Chinese
Wrapss,77.1905267,28.6435122,350,3.5,"Chinese, Fast Food"
Wrapss,77.18890373,28.64338136,350,3.5,"Chinese, Fast Food"
Al Naseem Foods Shawarma,77.2,28.66,200,0,Fast Food
Ganpati Bhoj,77.20509924,28.66188863,350,0,North Indian
Pandit Dhaba,77.2032841,28.6585277,300,0,North Indian
Red Chili Potato,77.2027979,28.65867981,150,0,Chinese
Cafe Coffee Day,77.18823351,28.64438885,450,2.3,Cafe
Jade Garden,77.18952768,28.64877767,1000,2.4,Finger Food
Art of Spices,77.19061162,28.64349552,500,4,"Fast Food, North Indian, Mughlai"
Sindhi Corner,77.19055898,28.65467653,200,4,Street Food
The Feast House,77.18803234,28.64370267,1050,4.3,"Continental, North Indian, American, Italian, Mexican"
Zaffran,77.2329263,28.556869,1375,4.5,"North Indian, Mughlai"
McDonald's,77.2293337,28.6676442,500,3.3,"Fast Food, Burger"
Captain Grub,77.2263032,28.5997542,1000,3.1,"American, Fast Food"
M:Eat by Blanco,77.2273577,28.6005258,300,3.3,"Bakery, Desserts"
Omazoni,77.2252919,28.6004185,650,2.5,"North Indian, Chinese, Mexican, Lebanese, Italian, Fast Food"
Prabhu Chaat Bhandar,77.2276721,28.6095619,150,3.2,Street Food
Sugar & Spice - Le Marche,77.2270883,28.6003209,800,3.3,"Bakery, Fast Food"
Big Chill,77.2274475,28.6006239,1375,4.5,"Italian, Continental, European, Cafe"
Big Chill,77.2275373,28.6005429,1375,4.6,"Italian, Continental, European, Cafe"
Amici Cafe,77.2272679,28.6008757,1200,3.8,"Cafe, Pizza, Italian"
Azam's Mughlai,77.2260623,28.5999361,600,3.9,Mughlai
Boombox Cafe,77.2261003,28.5999579,1375,3.6,"American, Italian, North Indian, Chinese, Lebanese"
Cafe Illuminatii,77.2269086,28.5999453,1375,3.6,"Continental, Kashmiri, Italian, North Indian, Moroccan"
Cafe Turtle,77.2270883,28.600052,1000,3.6,"Cafe, Italian, Lebanese"
China Fare,77.2276954,28.5999935,1000,3.7,Chinese
Chokola,77.2265943,28.5997809,700,3.8,"Cafe, Desserts, Bakery"
Cravings By Arshi Dhupia,77.2279864,28.6025572,800,3.6,"Bakery, Desserts, Fast Food"
Harry's Bar + Cafe,77.2267949,28.6001414,1375,3.7,"Mediterranean, American, Asian"
Khan Chacha,77.2273128,28.6007455,650,3.7,"Mughlai, North Indian"
La Bodega,77.2275373,28.6003637,1375,3.6,Mexican
La Vie,77.227379,28.6007115,1375,3.9,"Italian, European"
Latitude 28,77.2264353,28.5996365,1375,3.8,"American, Continental, Italian"
